code;name;state_id
001;MEDELLÍN;1
002;ABEJORRAL;1
004;ARRIAQUI;1
021;ALEJANDRIA;1
030;AMAGA;1
031;AMALFI;1
034;ANDES;1
036;ANGELOPOLIS;1
038;ANGOSTURA;1
040;ANORI;1
042;SANTA FE DE ANTIOQUIA;1
044;ANZA;1
045;APARTADO;1
051;ARBOLETES;1
055;ARGELIA;1
059;ARMENIA;1
079;BARBOSA;1
086;BELMIRA;1
088;BELLO;1
091;BETANIA;1
093;BETULIA;1
101;CIUDAD BOLIVAR;1
107;BRISEÑO;1
